CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,MaritalStatus,Complain,OrderCount,DaySinceLastOrder
50964,0,15,Phone,1,Credit Card,Male,3,4,4,Married,0,1,0
50965,0,10,Phone,1,Credit Card,Male,2,3,1,Married,0,3,7
50966,0,2,Mobile Phone,1,UPI,Female,2,5,5,Married,0,1,7
50967,0,6,Phone,1,Debit Card,Male,2,4,4,Single,0,1,2
50968,0,,Phone,1,Cash on Delivery,Male,3,3,1,Married,0,1,3
50969,0,15,Computer,1,Debit Card,Male,2,3,1,Married,1,13,9
50970,0,13,Mobile Phone,3,Credit Card,Male,2,3,5,Married,0,7,1
50971,0,6,Mobile Phone,1,Debit Card,Male,3,3,3,Married,1,5,7
50972,0,13,Mobile Phone,2,Credit Card,Male,2,3,1,Single,1,7,7
50973,0,,Phone,1,COD,Male,2,4,5,Married,0,1,0
50974,0,13,Computer,1,Debit Card,Male,3,3,1,Married,1,2,2
50975,0,18,Mobile Phone,1,COD,Male,3,3,4,Married,0,7,7
50976,0,8,Phone,3,Debit Card,Female,3,4,3,Married,0,4,2
50977,0,5,Mobile Phone,1,Debit Card,Female,3,4,4,Married,0,2,5
50978,0,9,Phone,3,Debit Card,Male,3,3,1,Single,1,1,2
50979,0,21,Mobile Phone,3,Debit Card,Female,3,3,3,Married,0,7,7
50980,0,2,Phone,1,Debit Card,Male,3,1,3,Married,0,1,0
50981,0,6,Mobile Phone,3,Debit Card,Male,2,3,5,Married,0,2,2
50982,1,0,Mobile Phone,3,Debit Card,Male,3,4,5,Married,0,6,7
50983,0,11,Computer,2,UPI,Male,3,3,3,Married,0,1,2
50984,0,8,Phone,1,CC,Male,3,4,5,Single,0,1,2
50985,0,3,Mobile Phone,3,COD,Male,2,3,4,Married,0,1,3
50986,1,,Phone,1,Debit Card,Female,3,3,5,Married,1,1,0
50987,1,16,Mobile Phone,1,Cash on Delivery,Female,3,4,1,Married,0,1,9
50988,1,1,Phone,1,Credit Card,Male,2,3,4,Married,0,1,4
50989,0,5,Computer,1,COD,Male,3,3,5,Married,0,1,2
50990,0,21,Phone,1,UPI,Female,3,3,5,Married,0,7,6
50991,0,7,Phone,1,CC,Male,,3,1,Single,0,1,0
50992,0,28,Mobile Phone,3,E wallet,Male,2,4,1,Married,0,2,13
50993,0,7,Mobile Phone,1,Debit Card,Male,2,3,1,Married,0,2,1
50994,0,,Phone,1,Debit Card,Female,2,3,1,Married,0,1,0
50995,0,11,Mobile Phone,3,Debit Card,Male,3,3,4,Married,0,7,7
50996,0,11,Phone,3,Debit Card,Female,2,3,4,Single,0,1,2
50997,0,9,Mobile Phone,3,Debit Card,Female,3,3,3,Single,0,1,0
50998,0,2,Phone,1,Credit Card,Male,2,3,5,Single,1,1,5
50999,0,8,Mobile Phone,1,Credit Card,Female,2,3,3,Single,1,1,4
51000,0,12,Mobile Phone,3,Credit Card,Male,2,1,3,Married,0,7,6
51001,0,2,Computer,1,Debit Card,Male,2,3,1,Married,0,1,3
51002,0,23,Mobile Phone,3,E wallet,Male,2,3,3,Married,1,1,0
51003,0,,Phone,1,Cash on Delivery,Male,2,1,3,Married,0,2,2
51004,0,9,Computer,1,Debit Card,Male,3,1,5,Married,1,1,2
51005,0,15,Mobile Phone,1,UPI,Male,3,4,1,Single,0,1,1
51006,0,8,Phone,1,Debit Card,Male,2,1,3,Married,0,6,8
51007,0,7,Computer,1,COD,Male,3,4,3,Married,0,7,7
51008,0,13,Phone,3,Debit Card,Female,2,3,5,Married,0,1,2
51009,0,16,Phone,1,COD,Male,2,1,4,Married,0,1,2
51010,0,8,Phone,1,Debit Card,Male,,4,1,Married,0,1,1
51011,0,19,Mobile Phone,3,Debit Card,Male,2,1,5,Single,0,1,12
51012,1,0,Phone,1,CC,Male,2,3,4,Married,1,1,0
51013,0,0,Computer,1,UPI,Female,,4,3,Married,1,1,3
51014,0,23,Computer,1,Credit Card,Male,2,3,3,Married,1,12,
51015,0,5,Phone,1,UPI,Female,2,1,1,Married,0,1,2
51016,0,17,Mobile Phone,1,Credit Card,Female,2,3,1,Married,1,1,10
51017,0,,Phone,1,CC,Male,2,4,4,Married,0,1,1
51018,0,18,Mobile Phone,1,Credit Card,Female,2,5,5,Single,1,1,4
51019,0,18,Computer,3,E wallet,Male,2,4,5,Married,0,4,5
51020,0,4,Computer,3,UPI,Male,2,3,5,Single,0,1,3
51021,0,9,Phone,1,Debit Card,Female,3,3,3,Married,1,1,1
51022,0,7,Computer,1,Debit Card,Male,2,1,1,Married,0,7,2
51023,0,22,Phone,1,Debit Card,Female,2,3,5,Married,0,1,4
51024,0,12,Mobile Phone,1,Credit Card,Male,3,3,5,Married,0,7,7
51025,0,0,Phone,1,UPI,Male,3,4,5,Married,0,1,7
51026,0,8,Mobile Phone,1,Debit Card,Male,2,1,5,Married,0,1,10
51027,0,1,Mobile Phone,1,Credit Card,Female,2,5,5,Married,0,1,0
51028,0,0,Phone,1,CC,Male,,3,1,Single,0,2,2
51029,1,,Computer,3,Credit Card,Female,3,3,1,Single,1,1,0
51030,0,20,Mobile Phone,2,Debit Card,Female,3,3,3,Married,0,1,0
51031,0,12,Phone,1,CC,Male,,4,3,Married,0,1,7
51032,0,13,Mobile Phone,1,Debit Card,Female,3,4,3,Married,0,14,12
51033,0,8,Computer,1,Debit Card,Female,2,3,3,Married,0,2,9
51034,0,10,Mobile Phone,1,Debit Card,Male,2,3,3,Married,0,1,2
51035,0,12,Computer,1,Credit Card,Female,2,3,3,Single,0,3,8
51036,0,18,Mobile Phone,1,UPI,Female,2,4,1,Married,0,3,9
51037,0,11,Mobile Phone,1,Credit Card,Female,2,4,3,Married,1,1,2
51038,1,0,Mobile Phone,3,Credit Card,Male,2,4,5,Married,0,6,0
51039,0,10,Phone,1,Credit Card,Female,3,3,4,Married,0,7,7
51040,0,13,Mobile Phone,1,Debit Card,Female,2,3,1,Single,1,3,3
51041,0,17,Computer,2,UPI,Male,2,3,1,Married,1,1,2
51042,0,21,Computer,1,Credit Card,Male,2,4,1,Married,0,,2
51043,1,0,Mobile Phone,3,Credit Card,Male,2,5,1,Married,1,2,2
51044,0,0,Computer,1,COD,Female,2,3,1,Single,1,1,3
51045,0,0,Phone,1,Credit Card,Female,2,1,3,Married,0,1,2
51046,0,0,Computer,1,CC,Male,2,3,1,Single,0,1,2
51047,1,,Phone,1,Debit Card,Male,3,3,5,Single,1,1,3
51048,0,2,Mobile Phone,3,Credit Card,Male,2,4,3,Single,0,1,4
51049,0,9,Mobile Phone,1,Debit Card,Female,2,3,5,Married,0,1,2
51050,0,0,Computer,1,Debit Card,Male,3,1,3,Married,0,1,7
51051,0,12,Mobile Phone,1,Credit Card,Male,3,3,4,Married,0,1,0
51052,0,22,Mobile Phone,1,UPI,Female,3,3,4,Married,0,1,2
51053,0,23,Mobile Phone,1,Debit Card,Female,2,4,5,Married,0,,11
51054,0,0,Phone,3,CC,Female,,3,3,Single,0,2,2
51055,0,7,Mobile Phone,1,Debit Card,Female,3,3,4,Married,0,7,9
51056,0,,Mobile Phone,1,Debit Card,Male,3,3,4,Single,0,1,3
51057,0,22,Mobile Phone,1,Debit Card,Female,2,4,3,Married,1,,12
51058,0,9,Computer,1,Credit Card,Female,2,4,3,Married,0,1,2
51059,0,9,Mobile Phone,1,Debit Card,Male,3,1,5,Married,0,1,4
51060,0,27,Mobile Phone,1,Credit Card,Female,3,3,3,Married,0,4,7
51061,0,16,Mobile Phone,1,Debit Card,Male,3,4,3,Married,0,6,11
51062,1,0,Computer,3,UPI,Male,2,3,1,Single,1,6,7
51063,0,11,Computer,1,Debit Card,Male,2,3,1,Married,0,2,9
51064,0,2,Phone,3,Credit Card,Male,2,4,4,Married,1,1,9
51065,0,6,Mobile Phone,3,Credit Card,Male,3,3,1,Married,0,1,4
51066,0,5,Mobile Phone,1,Credit Card,Male,2,3,4,Married,0,1,6
51067,0,4,Mobile Phone,3,Debit Card,Female,3,3,1,Married,0,1,2
51068,0,22,Phone,1,CC,Female,3,3,5,Married,1,2,2
51069,0,11,Computer,1,CC,Female,2,4,4,Single,0,3,3
51070,0,20,Mobile Phone,3,Debit Card,Female,2,1,4,Married,0,,2
51071,0,22,Mobile Phone,1,Debit Card,Male,2,3,3,Single,0,,0
51072,0,14,Mobile Phone,3,Debit Card,Male,3,3,3,Single,1,1,2
51073,0,0,Phone,3,Debit Card,Male,,3,5,Single,0,1,2
51074,0,6,Computer,3,Debit Card,Female,2,3,1,Married,1,1,2
51075,0,9,Mobile Phone,1,Debit Card,Male,3,3,3,Married,0,1,2
51076,0,17,Phone,2,Debit Card,Female,2,3,1,Married,1,2,2
51077,1,0,Phone,1,Credit Card,Male,3,4,3,Single,1,1,2
51078,0,11,Phone,1,CC,Female,2,3,3,Married,0,1,0
51079,0,26,Mobile Phone,1,Credit Card,Male,2,1,1,Married,0,1,2
51080,1,11,Computer,3,CC,Female,3,3,3,Married,1,7,7
51081,1,,Mobile Phone,1,Debit Card,Male,3,3,4,Single,0,1,0
51082,0,0,Computer,1,CC,Male,3,3,1,Single,0,5,7
51083,0,28,Phone,1,COD,Male,3,4,4,Married,0,1,2
51084,0,7,Phone,1,Credit Card,Male,2,4,1,Married,0,4,13
51085,0,30,Mobile Phone,1,Credit Card,Male,3,5,1,Married,0,1,0
51086,0,,Phone,1,CC,Male,3,1,4,Married,0,2,13
51087,0,10,Computer,3,Credit Card,Male,2,5,1,Married,0,1,3
51088,0,7,Phone,1,Debit Card,Female,,4,1,Married,0,8,7
51089,1,,Phone,3,Debit Card,Male,2,3,1,Married,1,1,2
51090,0,17,Mobile Phone,1,Debit Card,Female,3,1,1,Married,1,6,7
51091,0,8,Computer,1,Credit Card,Male,3,4,1,Single,1,1,4
51092,0,16,Mobile Phone,3,Credit Card,Male,3,3,1,Married,1,8,8
51093,0,0,Phone,1,Credit Card,Male,3,1,3,Married,0,1,4
51094,0,14,Mobile Phone,3,E wallet,Male,2,3,3,Single,0,8,7
51095,0,2,Phone,1,CC,Female,,3,3,Married,0,1,2
51096,0,9,Phone,3,Debit Card,Female,2,3,1,Single,0,6,7
51097,0,18,Computer,1,Debit Card,Male,3,4,3,Married,0,14,4
51098,1,,Mobile Phone,2,UPI,Male,2,5,3,Married,0,1,0
51099,1,10,Computer,3,Debit Card,Male,2,5,3,Married,0,14,
51100,0,,Phone,1,CC,Male,3,5,3,Married,0,1,2
51101,0,18,Mobile Phone,1,Cash on Delivery,Female,2,4,4,Single,0,8,6
51102,0,5,Computer,1,Debit Card,Male,2,3,3,Married,0,1,3
51103,0,4,Phone,1,Debit Card,Male,3,3,3,Married,0,1,3
51104,0,14,Computer,2,UPI,Male,2,5,4,Married,0,1,2
51105,0,13,Mobile Phone,1,Debit Card,Female,3,3,5,Married,1,1,0
51106,0,0,Phone,1,Credit Card,Male,3,3,5,Married,0,1,2
51107,0,19,Mobile Phone,1,Debit Card,Male,2,3,4,Single,0,1,9
51108,0,8,Mobile Phone,1,Debit Card,Male,2,3,3,Married,0,1,7
51109,0,3,Phone,1,Debit Card,Male,,3,1,Married,0,1,8
51110,0,20,Computer,3,E wallet,Male,2,3,4,Married,0,1,0
51111,0,19,Mobile Phone,3,Debit Card,Male,3,3,1,Married,1,1,3
51112,1,0,Mobile Phone,3,E wallet,Male,3,4,5,Married,1,2,2
51113,1,0,Mobile Phone,3,Debit Card,Male,2,5,4,Single,0,1,0
51114,0,0,Phone,1,CC,Female,2,3,4,Single,0,1,2
51115,0,4,Computer,1,COD,Female,1,3,1,Single,0,1,4
51116,0,12,Computer,1,Debit Card,Male,3,3,1,Married,1,5,8
51117,0,5,Mobile Phone,3,Debit Card,Male,3,5,3,Married,0,1,2
51118,0,13,Mobile Phone,3,Credit Card,Male,2,3,4,Single,0,12,8
51119,0,18,Mobile Phone,2,Debit Card,Female,2,5,3,Married,0,1,3
51120,0,3,Computer,1,COD,Female,3,4,5,Single,0,1,7
51121,0,,Computer,2,CC,Male,2,3,1,Married,0,2,1
51122,1,,Computer,2,UPI,Female,3,4,1,Married,0,1,2
51123,0,4,Mobile Phone,3,COD,Male,2,3,3,Married,0,1,2
51124,0,0,Phone,1,CC,Female,3,3,1,Single,0,1,4
51125,1,0,Phone,3,E wallet,Female,,5,4,Single,0,2,2
51126,0,2,Computer,1,Debit Card,Male,3,1,3,Single,1,1,2
51127,0,3,Mobile Phone,3,E wallet,Male,3,4,5,Married,0,1,7
51128,0,7,Phone,1,CC,Male,,1,1,Married,1,1,2
51129,0,6,Computer,3,E wallet,Female,3,3,4,Single,0,1,7
51130,0,22,Phone,3,E wallet,Female,3,3,1,Single,0,1,4
51131,1,0,Mobile Phone,3,Debit Card,Female,3,3,5,Single,1,1,0
51132,0,11,Computer,1,CC,Female,3,4,4,Married,0,1,5
51133,1,0,Mobile Phone,3,E wallet,Male,3,3,3,Married,0,1,0
51134,0,,Phone,1,Cash on Delivery,Female,3,4,5,Married,0,1,0
51135,0,0,Mobile Phone,1,Debit Card,Male,2,1,3,Married,0,1,7
51136,0,5,Computer,1,COD,Male,,3,4,Single,0,1,7
51137,0,11,Mobile Phone,1,Credit Card,Male,2,5,1,Married,1,1,0
51138,1,6,Computer,1,COD,Male,2,4,3,Married,1,1,0
51139,0,15,Phone,1,CC,Male,,3,4,Married,0,1,4
51140,0,28,Mobile Phone,1,Credit Card,Male,2,4,5,Married,0,1,0
51141,0,6,Computer,1,COD,Male,,3,4,Married,0,1,7
51142,0,,Phone,1,Debit Card,Male,3,3,5,Married,0,1,4
51143,0,7,Computer,3,Debit Card,Male,2,3,3,Married,1,1,7
51144,0,26,Computer,1,Credit Card,Female,2,4,3,Married,1,1,
51145,0,16,Phone,2,Debit Card,Male,3,3,1,Single,0,1,8
51146,0,7,Mobile Phone,3,Debit Card,Female,2,5,1,Single,0,2,2
51147,1,0,Phone,3,E wallet,Male,,3,4,Single,0,1,0
51148,0,11,Phone,1,UPI,Female,2,4,3,Married,0,1,4
51149,1,0,Phone,1,CC,Female,3,3,5,Married,1,1,0
51150,0,4,Mobile Phone,3,E wallet,Female,3,4,1,Married,0,5,7
51151,0,24,Mobile Phone,1,Cash on Delivery,Female,2,3,3,Married,0,2,
51152,0,10,Phone,3,E wallet,Male,2,4,4,Married,0,1,3
51153,0,19,Mobile Phone,1,Credit Card,Male,2,3,1,Married,1,2,2
51154,0,9,Mobile Phone,1,Debit Card,Male,2,3,5,Married,1,5,7
51155,1,7,Computer,1,CC,Male,2,3,4,Married,1,2,3
51156,0,10,Phone,2,UPI,Male,2,3,4,Married,0,4,7
51157,1,0,Mobile Phone,3,Debit Card,Male,2,3,1,Single,1,7,7
51158,0,6,Phone,1,Debit Card,Male,,1,5,Married,0,7,6
51159,0,,Phone,1,Debit Card,Male,2,3,1,Married,0,1,3
51160,0,12,Mobile Phone,1,Credit Card,Male,3,3,3,Single,0,,2
51161,0,19,Computer,3,Debit Card,Male,3,4,4,Single,0,2,2
51162,0,13,Phone,1,Debit Card,Female,2,3,5,Married,0,1,2
51163,0,15,Mobile Phone,1,Credit Card,Male,3,1,5,Married,0,1,0
51164,0,8,Computer,1,Credit Card,Male,2,3,1,Married,0,1,7
51165,0,11,Computer,2,UPI,Male,3,3,4,Married,0,3,8
51166,1,0,Computer,1,Debit Card,Male,3,3,5,Married,0,1,7
51167,1,0,Phone,1,Credit Card,Male,2,3,5,Single,0,1,8
51168,0,12,Computer,3,Debit Card,Male,2,3,1,Married,0,2,2
51169,0,16,Computer,1,Debit Card,Male,2,3,3,Single,0,1,2
51170,0,14,Mobile Phone,1,Debit Card,Male,2,1,4,Single,0,1,2
51171,0,14,Mobile Phone,3,E wallet,Female,2,3,3,Married,1,13,5
51172,0,3,Mobile Phone,1,Credit Card,Female,3,3,3,Single,0,1,2
51173,1,,Phone,2,CC,Female,3,3,4,Married,1,1,4
51174,1,9,Mobile Phone,1,Credit Card,Female,3,3,4,Married,0,3,7
51175,0,13,Mobile Phone,1,Debit Card,Female,2,3,1,Married,0,1,3
51176,0,7,Mobile Phone,3,COD,Male,3,1,3,Married,0,4,8
51177,0,30,Computer,3,Credit Card,Male,2,3,4,Married,0,14,14
51178,0,8,Phone,1,CC,Male,,5,3,Married,0,1,3
51179,0,20,Mobile Phone,1,Debit Card,Female,3,4,4,Married,1,14,10
51180,0,13,Phone,1,Debit Card,Female,2,3,5,Married,0,7,7
51181,0,27,Mobile Phone,1,Credit Card,Female,3,3,1,Married,0,1,7
51182,0,4,Computer,3,E wallet,Female,3,3,5,Married,0,2,2
51183,0,1,Phone,1,Credit Card,Female,3,3,5,Married,0,1,2
51184,0,11,Mobile Phone,3,E wallet,Female,3,5,1,Married,1,1,3
51185,0,0,Phone,3,Credit Card,Male,2,3,1,Single,0,1,2
51186,0,30,Computer,1,Debit Card,Male,2,3,3,Married,1,,2
51187,0,,Computer,1,Credit Card,Female,2,3,3,Single,0,1,0
51188,1,0,Phone,2,UPI,Male,,1,5,Married,0,1,0
51189,1,0,Phone,2,UPI,Male,2,4,5,Married,1,2,0
51190,0,18,Computer,3,Debit Card,Female,3,3,3,Married,0,5,7
51191,0,9,Mobile Phone,1,UPI,Female,3,3,4,Married,1,1,0
51192,0,16,Computer,3,Debit Card,Male,3,3,1,Married,0,7,7
51193,0,0,Computer,1,Debit Card,Female,2,3,1,Single,1,1,2
51194,0,2,Computer,1,Credit Card,Male,2,3,1,Married,0,3,10
51195,0,5,Computer,3,E wallet,Male,3,3,1,Single,0,1,0
51196,0,15,Computer,1,COD,Male,,3,3,Married,0,3,3
51197,0,,Phone,1,Debit Card,Female,3,3,3,Single,0,2,0
51198,0,19,Mobile Phone,1,Debit Card,Male,2,3,1,Married,0,4,7
51199,0,1,Computer,2,Debit Card,Male,,3,1,Married,0,2,2
51200,0,2,Mobile Phone,1,Debit Card,Male,3,5,3,Married,0,1,6
51201,0,15,Phone,1,Debit Card,Male,2,3,3,Single,0,1,0
51202,1,0,Mobile Phone,3,E wallet,Male,2,4,4,Single,1,2,2
51203,0,19,Mobile Phone,3,Cash on Delivery,Female,2,1,5,Married,0,,8
51204,0,0,Phone,3,Credit Card,Female,2,4,3,Married,0,5,8
51205,0,2,Phone,2,CC,Male,,4,4,Married,0,1,0
51206,0,16,Mobile Phone,1,Credit Card,Female,2,4,3,Married,0,6,14
51207,0,21,Mobile Phone,1,Debit Card,Male,3,4,4,Married,0,12,9
51208,1,0,Computer,1,Debit Card,Male,3,4,1,Single,1,1,0
51209,1,9,Mobile Phone,3,Debit Card,Female,3,3,4,Married,0,1,7
51210,0,0,Computer,1,Debit Card,Female,3,4,5,Married,0,7,3
51211,0,12,Phone,1,UPI,Male,2,3,1,Married,0,2,2
51212,0,28,Phone,1,COD,Male,,4,1,Married,0,1,4
51213,0,1,Phone,3,CC,Female,,3,4,Married,0,1,0
51214,1,0,Mobile Phone,3,Credit Card,Male,2,3,1,Single,0,1,0
51215,1,0,Phone,1,Debit Card,Male,3,3,4,Single,1,1,0
51216,0,9,Mobile Phone,3,COD,Female,3,4,3,Married,1,1,7
51217,0,4,Phone,1,Debit Card,Male,2,3,3,Married,0,1,2
51218,0,7,Mobile Phone,3,Debit Card,Male,3,3,1,Married,1,1,0
51219,0,,Phone,1,Debit Card,Male,2,3,5,Single,0,1,2
51220,0,10,Phone,1,Credit Card,Male,3,3,5,Married,1,1,4
51221,0,8,Phone,1,UPI,Female,2,4,4,Married,1,1,2
51222,0,18,Mobile Phone,1,Debit Card,Female,3,4,1,Married,0,3,8
51223,0,9,Computer,2,UPI,Male,3,4,1,Single,0,1,8
51224,0,13,Mobile Phone,1,Debit Card,Male,3,3,5,Married,0,11,16
51225,0,0,Phone,1,Debit Card,Female,,4,3,Married,1,1,0
51226,0,0,Mobile Phone,3,Credit Card,Female,2,1,3,Single,0,1,7
51227,0,21,Computer,1,Credit Card,Female,2,3,1,Married,0,4,7
51228,0,17,Mobile Phone,1,Debit Card,Male,3,1,5,Married,0,2,2
51229,1,,Computer,1,COD,Male,2,5,5,Married,1,3,0
51230,1,19,Phone,1,Debit Card,Male,3,3,1,Single,0,1,0
51231,0,9,Mobile Phone,3,E wallet,Male,2,4,4,Married,0,1,3
51232,0,14,Phone,3,E wallet,Female,2,3,4,Married,0,1,4
51233,0,15,Mobile Phone,1,Credit Card,Male,2,3,5,Married,0,,7
51234,0,4,Mobile Phone,3,Credit Card,Female,2,3,1,Married,1,1,4
51235,0,7,Mobile Phone,3,Credit Card,Female,3,4,1,Married,1,1,1
51236,0,4,Phone,1,Credit Card,Female,3,1,3,Married,0,2,2
51237,0,0,Computer,1,UPI,Male,3,1,1,Married,0,7,7
51238,0,18,Computer,1,Credit Card,Male,2,3,3,Single,0,1,3
51239,0,6,Mobile Phone,3,E wallet,Male,2,3,3,Single,0,1,9
51240,0,1,Computer,3,Debit Card,Male,2,4,1,Married,1,1,7
51241,1,0,Computer,3,Cash on Delivery,Male,2,1,5,Single,0,1,0
51242,0,12,Computer,3,Debit Card,Female,2,5,3,Married,0,1,2
51243,0,,Phone,1,COD,Male,2,3,4,Married,0,1,2
51244,0,7,Computer,1,UPI,Male,2,4,1,Married,1,6,11
51245,1,0,Mobile Phone,3,E wallet,Female,2,3,3,Single,1,2,2
51246,0,20,Computer,1,COD,Male,3,3,4,Married,0,1,7
51247,0,29,Mobile Phone,3,E wallet,Female,2,4,5,Married,0,1,0
51248,0,12,Mobile Phone,1,Credit Card,Male,2,3,5,Married,0,7,9
51249,0,,Computer,1,CC,Female,2,4,4,Married,1,1,7
51250,0,30,Mobile Phone,3,Debit Card,Female,3,3,1,Married,1,1,0
51251,1,0,Computer,1,Debit Card,Female,2,1,3,Single,1,1,3
51252,0,11,Phone,1,Debit Card,Male,3,3,1,Married,0,1,3
51253,0,22,Computer,1,Debit Card,Male,2,3,1,Married,0,4,3
51254,0,15,Mobile Phone,3,E wallet,Male,3,3,1,Married,1,1,0
51255,1,0,Computer,2,UPI,Female,,4,4,Married,0,1,0
51256,0,8,Mobile Phone,3,Credit Card,Male,3,3,5,Married,0,1,4
51257,0,,Computer,1,CC,Male,2,3,3,Single,0,1,4
51258,0,4,Computer,1,CC,Male,,3,5,Married,1,2,3
51259,0,9,Computer,1,Debit Card,Male,,1,4,Married,0,1,2
51260,0,7,Mobile Phone,3,E wallet,Male,2,3,1,Single,0,2,1
51261,0,7,Mobile Phone,3,Credit Card,Male,2,3,3,Married,0,1,1
51262,0,0,Phone,1,CC,Male,,3,5,Single,0,7,6
51263,0,2,Mobile Phone,1,Debit Card,Male,2,3,5,Married,0,1,2
51264,0,5,Computer,1,Credit Card,Female,2,3,1,Married,0,1,2
51265,0,4,Computer,1,Debit Card,Male,2,5,5,Married,0,8,7
51266,1,0,Phone,1,COD,Male,2,4,1,Married,0,1,3
51267,0,11,Phone,3,Debit Card,Male,,4,5,Single,0,1,0
51268,0,8,Mobile Phone,3,Debit Card,Female,2,3,1,Married,1,1,9
51269,0,0,Phone,3,E wallet,Male,2,3,1,Single,0,1,7
51270,0,5,Mobile Phone,1,Debit Card,Male,2,4,1,Single,0,1,0
51271,1,0,Computer,3,E wallet,Male,3,3,1,Married,1,1,8
51272,1,16,Mobile Phone,3,Debit Card,Male,3,3,5,Single,1,2,2
51273,0,27,Phone,1,Debit Card,Female,,3,3,Married,0,2,3
51274,0,6,Computer,1,Debit Card,Male,2,3,3,Married,0,2,8
51275,0,16,Mobile Phone,1,Debit Card,Male,1,3,3,Married,0,1,9
51276,0,11,Computer,2,UPI,Male,,3,4,Married,1,1,2
51277,0,28,Mobile Phone,2,UPI,Male,3,1,4,Married,1,1,4
51278,0,4,Mobile Phone,1,Credit Card,Female,2,5,1,Married,1,1,0
51279,0,12,Mobile Phone,3,E wallet,Male,3,3,5,Single,0,,10
51280,0,15,Computer,1,Debit Card,Male,2,4,3,Single,0,3,7
51281,0,4,Computer,1,Credit Card,Female,2,3,3,Married,0,4,
51282,0,27,Phone,1,Credit Card,Female,3,3,5,Single,1,1,4
51283,0,0,Phone,1,Debit Card,Male,2,4,3,Single,0,1,2
51284,0,0,Phone,1,UPI,Male,3,3,1,Single,0,1,4
51285,0,13,Computer,1,COD,Female,3,3,3,Married,0,9,4
51286,0,13,Mobile Phone,3,E wallet,Female,3,3,4,Married,0,5,10
51287,0,,Phone,2,UPI,Female,2,3,4,Married,0,1,2
51288,0,3,Phone,1,Credit Card,Male,3,3,4,Married,0,1,7
51289,0,0,Phone,1,UPI,Male,2,3,3,Married,1,1,2
51290,0,20,Mobile Phone,1,Credit Card,Male,2,3,3,Single,0,12,11
51291,0,,Computer,1,CC,Male,2,4,3,Married,0,1,0
51292,0,11,Phone,3,Debit Card,Male,2,3,4,Married,0,5,8
51293,0,4,Phone,3,Debit Card,Male,,3,3,Married,0,1,2
51294,0,11,Computer,1,Debit Card,Male,3,4,3,Married,0,7,7
51295,0,15,Mobile Phone,1,Debit Card,Male,2,3,5,Married,1,1,2
51296,0,14,Phone,1,Debit Card,Male,,3,1,Married,0,1,0
51297,0,20,Computer,1,Credit Card,Female,3,3,4,Married,0,5,
51298,0,8,Phone,1,CC,Male,2,3,3,Married,1,2,2
51299,0,0,Phone,1,Debit Card,Male,3,3,3,Single,0,1,2
51300,0,8,Mobile Phone,1,Credit Card,Male,2,3,3,Single,0,1,8
51301,0,6,Mobile Phone,1,Credit Card,Female,3,3,1,Married,1,8,1
51302,0,5,Phone,1,Debit Card,Female,,4,4,Single,0,4,1
51303,0,13,Phone,1,Debit Card,Male,2,3,1,Married,0,1,0
51304,0,,Phone,3,CC,Male,3,4,4,Married,0,2,2
51305,0,12,Phone,1,Debit Card,Male,2,3,1,Single,0,1,7
51306,0,11,Mobile Phone,1,Credit Card,Female,2,5,3,Married,0,,11
51307,0,5,Mobile Phone,3,E wallet,Female,2,3,1,Married,0,5,7
51308,0,10,Mobile Phone,1,Debit Card,Female,2,1,1,Married,1,,8
51309,0,0,Phone,3,UPI,Female,2,3,3,Married,1,1,4
51310,0,25,Computer,3,Debit Card,Male,2,3,1,Married,0,1,0
51311,0,17,Phone,1,CC,Male,2,3,1,Single,1,1,2
51312,0,0,Phone,3,CC,Male,2,3,5,Single,1,1,2
51313,0,12,Computer,1,Debit Card,Male,2,3,1,Single,0,1,3
51314,1,,Computer,3,E wallet,Male,2,3,5,Married,0,1,0
51315,0,9,Mobile Phone,3,Credit Card,Female,3,4,1,Married,0,3,4
51316,0,9,Computer,1,Debit Card,Female,3,3,4,Married,0,1,2
51317,0,29,Computer,1,Debit Card,Male,2,3,3,Married,0,1,9
51318,1,0,Phone,1,Credit Card,Male,2,3,1,Married,1,2,2
51319,0,15,Mobile Phone,1,Debit Card,Male,2,3,3,Married,0,4,14
51320,1,19,Phone,1,COD,Male,3,3,3,Married,0,9,8
51321,0,14,Mobile Phone,1,Debit Card,Female,2,4,4,Married,0,,10
51322,0,7,Mobile Phone,3,E wallet,Female,3,4,3,Married,0,1,7
51323,0,9,Computer,3,E wallet,Male,2,5,1,Married,0,11,11
51324,0,14,Mobile Phone,3,Debit Card,Male,2,4,4,Married,0,1,4
51325,0,5,Phone,1,COD,Male,3,3,5,Single,0,1,2
51326,0,8,Mobile Phone,2,Debit Card,Female,2,3,1,Single,1,1,7
51327,0,11,Mobile Phone,3,Debit Card,Female,3,3,1,Married,0,1,9
51328,1,13,Computer,3,Debit Card,Male,3,3,3,Married,0,1,1
51329,0,9,Mobile Phone,3,E wallet,Female,3,4,1,Married,0,1,0
51330,0,18,Phone,3,Debit Card,Female,2,3,3,Single,0,1,1
51331,0,13,Phone,1,Debit Card,Male,,4,3,Single,0,2,2
51332,0,8,Computer,1,Debit Card,Male,3,3,3,Married,1,1,2
